fips,county,bbox
29055,"Crawford County, MO","37.698269,38.216431,-91.5360178,-91.0925058"
29057,"Dade County, MO","37.2817,37.582249,-94.0864328,-93.6162259"
29059,"Dallas County, MO","37.417942,37.907822,-93.1914828,-92.8457948"
29061,"Daviess County, MO","39.785084,40.134491,-94.2203748,-93.7619709"
29063,"DeKalb County, MO","39.743259,40.038334,-94.6061778,-94.2053378"
29065,"Dent County, MO","37.417877,37.793976,-91.8084948,-91.1524198"
29067,"Douglas County, MO","41.190247,41.394173,-96.4733279,-95.8711409"
29069,"Dunklin County, MO","35.995683,36.630203,-90.3778898,-89.9533079"
29071,"Franklin County, MO","38.207207,38.708187,-91.3686369,-90.7322082"
29073,"Gasconade County, MO","38.157047,38.712749,-91.6444779,-91.3673629"
29075,"Gentry County, MO","40.033318,40.38538,-94.6109768,-94.2155079"
29077,"Greene County, MO","37.090214,37.429981,-93.6257628,-93.0588459"
29079,"Grundy County, MO","39.959408,40.266094,-93.7644199,-93.3638528"
29081,"Harrison County, MO","40.132595,40.5775545,-94.2340249,-93.7637249"
29083,"Henry County, MO","38.202023,38.566517,-94.0753018,-93.5115509"
29085,"Hickory County, MO","37.805805,38.073318,-93.5762178,-93.0642618"
29087,"Holt County, MO","39.8616746,40.261719,-95.5525588,-94.9880919"
29089,"Howard County, MO","38.970264,39.34481,-92.9455108,-92.4306718"
29091,"Howell County, MO","36.498431,37.059559,-92.1202949,-91.6554409"
29093,"Iron County, MO","37.273071,37.743568,-91.1538308,-90.5348969"
29095,"Jackson County, MO","38.832294,39.237083,-94.6082181,-94.1090998"
29097,"Jasper County, MO","37.049274,37.3641355,-94.6185048,-94.0545808"
29099,"Jefferson County, MO","38.008965,38.506382,-90.7787548,-90.2496813"
29101,"Johnson County, MO","38.559135,38.938137,-94.1307829,-93.4958798"
29103,"Knox County, MO","39.950985,40.308254,-92.3524859,-91.9480288"
29105,"Laclede County, MO","37.476154,37.898792,-92.8609238,-92.2496488"
29107,"Lafayette County, MO","38.909119,39.291416,-94.1183008,-93.4810409"
29109,"Lawrence County, MO","36.923668,37.290115,-94.0621489,-93.6049348"
29111,"Lewis County, MO","39.9480294,40.25885,-91.9548648,-91.4383567"
29113,"Lincoln County, MO","38.8722039,39.2278579,-91.2645658,-90.6630592"
29115,"Linn County, MO","39.700928,40.039177,-93.3682708,-92.8473588"
29117,"Livingston County, MO","39.611866,39.967762,-93.7646939,-93.2594599"
29119,"McDonald County, MO","36.498587,36.7662854,-94.6181093,-94.0674508"
29121,"Macon County, MO","39.60564,40.041378,-92.8606799,-92.2902149"
29123,"Madison County, MO","37.31171,37.64415,-90.5498728,-90.1403428"
29125,"Maries County, MO","38.013733,38.299694,-92.1981428,-91.6310269"
29127,"Marion County, MO","39.659573,39.950439,-91.8471219,-91.3100903"
29129,"Mercer County, MO","40.263657,40.580481,-93.7783609,-93.3684688"
29131,"Miller County, MO","38.021282,38.434963,-92.6970288,-92.1805798"
29133,"Mississippi County, MO","36.564948,37.0719614,-89.5199555,-89.0988429"
29135,"Moniteau County, MO","38.431404,38.925434,-92.8428728,-92.3797378"
29137,"Monroe County, MO","39.339863,39.663433,-92.3104018,-91.7139278"
29139,"Montgomery County, MO","38.677967,39.149467,-91.6469419,-91.2601798"
29141,"Morgan County, MO","38.189278,38.697517,-93.0774988,-92.6241528"
29143,"New Madrid County, MO","36.336809,36.8708646,-89.9731519,-89.327518"
29145,"Newton County, MO","36.747192,37.0583858,-94.6182906,-94.0611038"
29147,"Nodaway County, MO","40.125797,40.5785299,-95.202426,-94.6013258"
29149,"Oregon County, MO","36.4970962,36.887291,-91.6787489,-91.1163938"
29151,"Osage County, MO","38.291111,38.708008,-92.1952508,-91.6398618"
29153,"Ozark County, MO","36.497199,36.806065,-92.7743285,-92.1140209"
29155,"Pemiscot County, MO","35.99902,36.427475,-89.9617079,-89.5345069"
29157,"Perry County, MO","37.563885,37.9056524,-90.1489179,-89.4757573"
29159,"Pettis County, MO","38.507698,38.945873,-93.5129778,-93.0538408"
29161,"Phelps County, MO","37.601814,38.15731,-92.0307849,-91.5256808"
29163,"Pike County, MO","39.1390474,39.600491,-91.4617388,-90.7211642"
29165,"Platte County, MO","39.1530914,39.5327721,-95.1026685,-94.6012459"
29167,"Polk County, MO","37.421005,37.830181,-93.6316298,-93.1734388"
29169,"Pulaski County, MO","37.604431,38.024368,-92.4134828,-92.0211719"
29171,"Putnam County, MO","40.3432761,40.5895719,-93.3825908,-92.6639062"
29173,"Ralls County, MO","39.32177,39.68758,-91.7199018,-91.1797154"
29175,"Randolph County, MO","39.246658,39.61108,-92.7083208,-92.3025669"
29177,"Ray County, MO","39.134289,39.527409,-94.2126619,-93.7613218"
29179,"Reynolds County, MO","37.050278,37.607468,-91.3137358,-90.7366178"
29181,"Ripley County, MO","36.4976962,36.824703,-91.126632,-90.5744318"
29183,"St. Charles County, MO","38.537415,38.967641,-90.9643858,-90.1091068"
29185,"St. Clair County, MO","37.82843,38.221046,-94.0663148,-93.4969179"
29186,"Ste. Genevieve County, MO","37.670082,38.1214742,-90.4574048,-89.9243833"
29187,"St. Francois County, MO","37.6423,38.081009,-90.6482618,-90.1113508"
29189,"St. Louis County, MO","38.3864387,38.8911655,-90.7358318,-90.1177068"
29195,"Saline County, MO","38.932343,39.411751,-93.4988629,-92.8523859"
29197,"Schuyler County, MO","40.3432761,40.5971487,-92.7213454,-92.3530038"
29199,"Scotland County, MO","40.305542,40.6058418,-92.3555129,-91.9431116"
29201,"Scott County, MO","36.858887,37.2531225,-89.7872698,-89.3124197"
29203,"Shannon County, MO","36.885742,37.425358,-91.6572568,-91.0169218"
29205,"Shelby County, MO","39.605412,39.954254,-92.2995828,-91.8408889"
29207,"Stoddard County, MO","36.625095,37.127319,-90.2595058,-89.6848908"
29209,"Stone County, MO","36.498408,36.995773,-93.6119229,-93.3066329"
29211,"Sullivan County, MO","40.033466,40.387928,-93.3704609,-92.8533628"
29213,"Taney County, MO","36.4978315,36.816803,-93.3153368,-92.7645418"
29215,"Texas County, MO","37.048687,37.605621,-92.2521128,-91.6465229"
29217,"Vernon County, MO","37.639843,38.0595918,-94.6179748,-94.0580519"
29219,"Warren County, MO","38.547413,38.9927343,-91.4180148,-90.9583262"
29221,"Washington County, MO","37.736195,38.21114,-91.1003948,-90.6396179"
29223,"Wayne County, MO","36.920807,37.31749,-90.7800448,-90.1113048"
29225,"Webster County, MO","37.069637,37.487751,-93.0767748,-92.6765369"
29227,"Worth County, MO","40.382133,40.5718949,-94.6335068,-94.2139658"
29229,"Wright County, MO","37.063168,37.482613,-92.6898348,-92.2451708"
29510,"St. Louis city, MO","38.6266349,38.6267349,-90.1991326,-90.1990326"
30001,"Beaverhead County, MT","44.358221,45.941519,-113.9424411,-111.4677359"
30003,"Big Horn County, MT","44.993854,46.0429,-108.6991648,-106.2642588"
30005,"Blaine County, MT","47.722626,49.0004167,-109.5533448,-108.2363001"
30007,"Broadwater County, MT","45.837585,46.7817817,-111.7880663,-111.0541758"
30009,"Carbon County, MT","44.99958,45.638157,-109.7986869,-108.0991279"
30011,"Carter County, MT","44.997431,46.136902,-105.0394438,-104.0395629"
30013,"Cascade County, MT","46.818756,47.6989074,-112.0479584,-110.6351089"
30015,"Chouteau County, MT","47.4167227,48.306715,-111.4094538,-109.5360178"
30017,"Custer County, MT","45.785458,46.86084,-106.1934128,-104.7297128"
30019,"Daniels County, MT","48.563377,48.9998333,-106.1526338,-104.9709008"
30021,"Dawson County, MT","46.859364,47.791096,-105.4063868,-104.3043979"
30023,"Deer Lodge County, MT","46.389468,46.411384,-112.7498269,-112.7184269"
30025,"Fallon County, MT","45.8799437,46.68475,-104.9064098,-104.0440284"
30027,"Fergus County, MT","46.692993,47.805698,-110.2134384,-108.3121408"
30029,"Flathead County, MT","47.5963221,49.0011094,-115.0208439,-112.8856739"
30031,"Gallatin County, MT","44.4741314,46.193325,-111.8040698,-110.7825088"
30033,"Garfield County, MT","46.84446,47.982864,-107.9647598,-106.0853348"
30035,"Glacier County, MT","48.3074,48.9988631,-114.0681784,-112.1847322"
30037,"Golden Valley County, MT","46.044666,46.752426,-109.6518548,-108.7777558"
30039,"Granite County, MT","45.938435,46.833797,-113.8777849,-113.0315249"
30041,"Hill County, MT","48.130882,49.0003575,-110.7561731,-109.4620818"
30043,"Jefferson County, MT","45.748516,46.5689956,-112.5978159,-111.6585539"
30045,"Judith Basin County, MT","46.677006,47.416801,-110.7890848,-109.7451168"
30047,"Lake County, MT","47.139194,48.051659,-114.6056978,-113.5951688"
30049,"Lewis and Clark County, MT","46.4149579,47.9539821,-113.1659653,-111.4946492"
30051,"Liberty County, MT","48.1321336,48.9985857,-111.4091294,-110.7429141"
30053,"Lincoln County, MT","47.8900502,49.00099,-116.0500029,-114.612042"
30055,"McCone County, MT","47.093704,48.098248,-106.4290388,-105.1941679"
30057,"Madison County, MT","44.707654,45.857841,-112.7020258,-111.3520888"
30059,"Meagher County, MT","46.184433,47.088791,-111.6581023,-110.2729339"
30061,"Mineral County, MT","46.696901,47.500305,-115.7313477,-114.4178538"
30063,"Missoula County, MT","46.631695,47.601349,-114.7988658,-113.3036578"
30065,"Musselshell County, MT","46.132618,46.757111,-109.0103909,-107.7781298"
30067,"Park County, MT","44.999999,46.193325,-111.0442706,-109.7976759"
30069,"Petroleum County, MT","46.748081,47.596176,-108.7354348,-107.8265298"
30071,"Phillips County, MT","47.450619,49.0001111,-108.8920059,-107.1798003"
30073,"Pondera County, MT","47.9841,48.483887,-113.3558499,-111.4089137"
30075,"Powder River County, MT","44.993854,45.791573,-106.2767258,-104.9792018"
30077,"Powell County, MT","46.265625,47.601078,-113.4718169,-112.2932949"
30079,"Prairie County, MT","46.539948,47.18264,-106.0876158,-104.5997388"
30081,"Ravalli County, MT","45.459316,46.661942,-114.5661719,-113.5163378"
30083,"Richland County, MT","47.354561,48.150612,-105.2326428,-104.0416619"
30085,"Roosevelt County, MT","48.0004984,48.565208,-105.8430788,-104.0441533"
30087,"Rosebud County, MT","45.178471,46.859673,-107.8973008,-106.0871958"
30089,"Sanders County, MT","47.119938,48.264087,-116.0499583,-114.1892008"
30091,"Sheridan County, MT","48.3892122,49,-105.0575328,-104.0469096"
30093,"Silver Bow County, MT","45.62598,46.185619,-113.0854738,-112.1729508"
30095,"Stillwater County, MT","45.166515,46.132763,-110.0589678,-108.8417428"
30097,"Sweet Grass County, MT","45.175842,46.222759,-110.2916108,-109.4214548"
30099,"Teton County, MT","47.500526,48.1330864,-113.016781,-111.4088437"
30101,"Toole County, MT","48.218033,48.9986667,-112.1936695,-111.2691209"
30103,"Treasure County, MT","45.870872,46.481323,-107.7383648,-106.9348448"
30105,"Valley County, MT","47.660362,49.0000556,-107.4143587,-105.8026729"
30107,"Wheatland County, MT","46.21851,46.752216,-110.2812959,-109.3856659"
30109,"Wibaux County, MT","46.639244,47.400669,-104.6035608,-104.0447879"
30111,"Yellowstone County, MT","45.461308,46.495071,-108.9239578,-107.4617998"
31001,"Adams County, NE","40.351204,40.700325,-98.7262499,-98.2779619"
31003,"Antelope County, NE","41.915318,42.439594,-98.2999949,-97.8328169"
31005,"Arthur County, NE","41.395439,41.74353,-101.9865419,-101.4044569"
31007,"Banner County, NE","41.392883,41.698601,-104.0529749,-103.3680648"
31009,"Blaine County, NE","41.739433,42.088142,-100.2675019,-99.6834029"
31011,"Boone County, NE","41.480282,41.918373,-98.2960889,-97.8288119"
31013,"Box Butte County, NE","42.002136,42.44022,-103.4457549,-102.6988529"
31015,"Boyd County, NE","42.762905,42.9985598,-99.2558979,-98.3052898"
31017,"Brown County, NE","42.085167,42.846054,-100.1985469,-99.6628269"
31019,"Buffalo County, NE","40.652958,41.047852,-99.4269029,-98.7218169"
31021,"Burt County, NE","41.6819892,42.049671,-96.5548479,-96.0645368"
31023,"Butler County, NE","41.04689,41.455212,-97.3683089,-96.9038849"
31025,"Cass County, NE","40.783134,41.065277,-96.4653019,-95.8094738"
31027,"Cedar County, NE","42.352924,42.8685808,-97.4864649,-97.0164949"
31029,"Chase County, NE","40.348858,40.699036,-102.0516947,-101.3421249"
31031,"Cherry County, NE","42.087063,42.9993811,-102.0846098,-100.1667248"
31033,"Cheyenne County, NE","41.001815,41.437725,-103.3848343,-102.6081089"
31035,"Clay County, NE","40.350544,40.698666,-98.2799379,-97.8236309"
31037,"Colfax County, NE","41.376869,41.745895,-97.2531589,-96.9043349"
31039,"Cuming County, NE","41.743813,42.093719,-97.0201489,-96.5542299"
31041,"Custer County, NE","41.046097,41.741322,-100.2529449,-99.2014619"
31043,"Dakota County, NE","42.277042,42.5276646,-96.7274479,-96.3573528"
31045,"Dawes County, NE","42.43758,43.000879,-103.5063054,-102.7723769"
31047,"Dawson County, NE","40.668633,41.048107,-100.2243039,-99.4166029"
31049,"Deuel County, NE","41.0021358,41.221436,-102.6205532,-102.0505289"
31051,"Dixon County, NE","42.265518,42.7633154,-97.0189738,-96.6321536"
31053,"Dodge County, NE","41.394093,41.745461,-96.9056699,-96.3295969"
31055,"Douglas County, NE","41.190247,41.394173,-96.4733279,-95.8711409"
31057,"Dundy County, NE","40.0024879,40.351723,-102.0517562,-101.3224854"
31059,"Fillmore County, NE","40.350544,40.698948,-97.8259809,-97.3678439"
31061,"Franklin County, NE","40.0021453,40.352631,-99.1793439,-98.7274549"
31063,"Frontier County, NE","40.348763,40.702003,-100.7835009,-99.9816128"
31065,"Furnas County, NE","40.001549,40.351574,-100.1964649,-99.6282345"
31067,"Gage County, NE","40.001002,40.523323,-96.9184548,-96.4626849"
31069,"Garden County, NE","41.221054,42.009472,-102.6792139,-101.9853359"
31071,"Garfield County, NE","41.739574,42.087307,-99.2220538,-98.7594599"
31073,"Gosper County, NE","40.349998,40.700249,-100.0946349,-99.6420669"
31075,"Grant County, NE","41.741631,42.096233,-102.0684199,-101.4247669"
31077,"Greeley County, NE","41.3934097,41.742313,-98.7526929,-98.2907869"
31079,"Hall County, NE","40.699112,41.048313,-98.7228549,-98.2826459"
31081,"Hamilton County, NE","40.698143,41.17334,-98.2829279,-97.8245009"
31083,"Harlan County, NE","40.0018761,40.350891,-99.6306079,-99.1792475"
31085,"Hayes County, NE","40.348763,40.700161,-101.3431849,-100.7755889"
31087,"Hitchcock County, NE","40.002157,40.351013,-101.3257599,-100.7568537"
31089,"Holt County, NE","42.08659,42.896729,-99.2551349,-98.2995449"
31091,"Hooker County, NE","41.740372,42.094189,-101.4251018,-100.8416519"
31093,"Howard County, NE","41.046772,41.394943,-98.7484359,-98.2860109"
31095,"Jefferson County, NE","40.001521,40.35141,-97.3691152,-96.9159999"
31097,"Johnson County, NE","40.26165,40.5229161,-96.4637909,-96.0654749"
31099,"Kearney County, NE","40.350296,40.6894422,-99.1805568,-98.7244259"
31101,"Keith County, NE","41.0034716,41.395943,-102.0555729,-101.2480318"
31103,"Keya Paha County, NE","42.719013,42.998711,-100.1985469,-99.2515179"
31105,"Kimball County, NE","41.0016319,41.395191,-104.0535139,-103.3778989"
31107,"Knox County, NE","42.436535,42.882777,-98.3108056,-97.4841459"
31109,"Lancaster County, NE","40.522579,41.047665,-96.9137949,-96.4626009"
31111,"Lincoln County, NE","40.69714,41.395943,-101.2701799,-100.2215419"
31113,"Logan County, NE","41.393902,41.741215,-100.7138819,-100.2507929"
31115,"Loup County, NE","41.739876,42.087505,-99.6844709,-99.2198099"
31117,"McPherson County, NE","41.393902,41.744228,-101.4054869,-100.7097778"
31119,"Madison County, NE","41.743935,42.092381,-97.8342668,-97.3673169"
31121,"Merrick County, NE","40.872494,41.39518,-98.2867359,-97.5974879"
31123,"Morrill County, NE","41.436035,42.005142,-103.3695909,-102.6364058"
31125,"Nance County, NE","41.262917,41.527431,-98.2910159,-97.7049788"
31127,"Nemaha County, NE","40.261719,40.5649819,-96.0684845,-95.5510897"
31129,"Nuckolls County, NE","40.002069,40.351967,-98.2743529,-97.8206019"
31131,"Otoe County, NE","40.52211,40.784974,-96.4641719,-95.7099338"
31133,"Pawnee County, NE","40.0006624,40.262608,-96.4637118,-96.0082629"
31135,"Perkins County, NE","40.697338,41.005001,-102.0516589,-101.2446439"
31137,"Phelps County, NE","40.349319,40.684891,-99.6453699,-99.1793439"
31139,"Pierce County, NE","42.091015,42.440495,-97.8345869,-97.3685229"
31141,"Platte County, NE","41.333427,41.745743,-97.8302079,-97.2503809"
31143,"Polk County, NE","41.046677,41.395355,-97.8282849,-97.3675769"
31145,"Red Willow County, NE","40.0016582,40.351173,-100.7568888,-100.1918444"
31147,"Richardson County, NE","39.9999986,40.261795,-96.0100474,-95.3080543"
31149,"Rock County, NE","42.086445,42.80452,-99.6784129,-99.2330319"
31151,"Saline County, NE","40.350193,40.698948,-97.3686068,-96.9121699"
31153,"Sarpy County, NE","40.996357,41.1912712,-96.3394089,-95.8416159"
31155,"Saunders County, NE","41.014656,41.455212,-96.9081419,-96.3119659"
31157,"Scotts Bluff County, NE","41.6974927,42.004002,-104.0530259,-103.3605189"
31159,"Seward County, NE","40.69725,41.047665,-97.3684839,-96.9101719"
31161,"Sheridan County, NE","42.005096,42.9999784,-102.7936629,-102.0064999"
31163,"Sherman County, NE","41.046249,41.39431,-99.2078088,-98.7447429"
31165,"Sioux County, NE","42.001781,43.0016999,-104.053508,-103.3994599"
31167,"Stanton County, NE","41.745567,42.092381,-97.3698579,-97.0183789"
31169,"Thayer County, NE","40.001966,40.35141,-97.8216591,-97.3686068"
31171,"Thomas County, NE","41.740372,42.089584,-100.8458099,-100.2661898"
31173,"Thurston County, NE","42.016136,42.279964,-96.8248748,-96.2665938"
31175,"Valley County, NE","41.392616,41.740536,-99.2147599,-98.7496409"
31177,"Washington County, NE","41.3932705,41.684006,-96.4440379,-95.9198649"
31179,"Wayne County, NE","42.091312,42.353664,-97.3690869,-96.8234478"
31181,"Webster County, NE","40.00233,40.352638,-98.7289079,-98.2737617"
31183,"Wheeler County, NE","41.739826,42.08889,-98.7607118,-98.2949599"
31185,"York County, NE","40.698334,41.048443,-97.8276369,-97.3667298"
32001,"Churchill County, NV","39.073814,40.00304,-119.2257389,-117.4601819"
32003,"Clark County, NV","35.0018757,36.854092,-115.8949199,-114.0468297"
32005,"Douglas County, NV","38.5361748,39.114009,-120.0034289,-119.3154829"
32007,"Elko County, NV","40.117844,42.002207,-117.0177539,-114.0396479"
32009,"Esmeralda County, NV","36.9694409,38.47308,-118.4275116,-117.1637339"
32011,"Eureka County, NV","39.16148,41.001442,-116.6005709,-115.7950819"
32013,"Humboldt County, NV","40.524361,42.00038,-119.3305049,-117.0163649"
32015,"Lander County, NV","39.092045,41.001141,-117.8052749,-116.5874479"
32017,"Lincoln County, NV","36.842472,38.678486,-115.8982539,-114.0484729"
32019,"Lyon County, NV","38.41267,39.736748,-119.7126551,-118.7538909"
32021,"Mineral County, NV","37.89304,39.075279,-119.1545636,-117.6896209"
32023,"Nye County, NV","35.9617664,39.163361,-118.1972119,-114.9989849"
32027,"Pershing County, NV","39.998158,40.960743,-119.3385159,-117.3000179"
32029,"Storey County, NV","39.2508422,39.630856,-119.7144549,-119.275173"
32031,"Washoe County, NV","39.164894,41.997641,-120.0057275,-119.1727069"
32033,"White Pine County, NV","38.677505,40.128902,-115.9082179,-114.0463859"
32510,"Carson City, NV","39.084796,39.250871,-120.0044929,-119.5483079"
33001,"Belknap County, NH","43.2847215,43.7650312,-71.7317152,-71.1601327"
33003,"Carroll County, NH","43.4825829,44.2847961,-71.5646018,-70.9506178"
33005,"Cheshire County, NH","42.7121018,43.1819569,-72.5571232,-71.9289932"
33007,"Coos County, NH","44.085768,45.3057789,-71.7647232,-71.0099282"
33009,"Grafton County, NH","43.528122,44.4066504,-72.3351475,-71.3468648"
33011,"Hillsborough County, NH","42.6970417,43.206944,-72.0622219,-71.2459842"
33013,"Merrimack County, NH","43.0093741,43.611217,-72.0898968,-71.2358153"
33015,"Rockingham County, NH","42.7373244,43.2746179,-71.4512245,-70.5613592"
33017,"Strafford County, NH","43.0803887,43.5730118,-71.2463821,-70.8095162"
33019,"Sullivan County, NH","43.128799,43.6002138,-72.4529487,-71.9351118"
34001,"Atlantic County, NJ","39.2620501,39.729909,-74.9852229,-74.231815"
34003,"Bergen County, NJ","40.762114,41.133995,-74.2724839,-73.8939789"
34005,"Burlington County, NJ","39.540837,40.184235,-75.0599129,-74.3897899"
34007,"Camden County, NJ","39.608288,39.996081,-75.1398319,-74.7363089"
34009,"Cape May County, NJ","38.7911303,39.3246526,-75.1770483,-74.4929375"
34011,"Cumberland County, NJ","39.0658355,39.5686048,-75.4449146,-74.8528388"
34013,"Essex County, NJ","40.673903,40.90889,-74.3775169,-74.1127869"
34015,"Gloucester County, NJ","39.514802,39.888317,-75.4484526,-74.8771888"
34017,"Hudson County, NJ","40.642149,40.823569,-74.1660869,-73.9848829"
34019,"Hunterdon County, NJ","40.339427,40.7890857,-75.1954891,-74.7036889"
34021,"Mercer County, NJ","40.136843,40.4242403,-74.9429089,-74.4812019"
34023,"Middlesex County, NJ","40.251122,40.6089876,-74.6309293,-74.2036879"
34025,"Monmouth County, NJ","40.0791435,40.5204577,-74.613636,-73.9037216"
34027,"Morris County, NJ","40.649516,41.086002,-74.8887679,-74.2666379"
34029,"Ocean County, NJ","39.4751962,40.172355,-74.5531049,-73.9661051"
34031,"Passaic County, NJ","40.8199331,41.202894,-74.5028748,-74.1067859"
34033,"Salem County, NJ","39.3559219,39.78754,-75.5633859,-75.0618962"
34035,"Somerset County, NJ","40.3743939,40.758005,-74.7978409,-74.4018389"
34037,"Sussex County, NJ","40.899055,41.357423,-74.9917892,-74.3658969"
34039,"Union County, NJ","40.591903,40.739334,-74.4633509,-74.1367029"
34041,"Warren County, NJ","40.5917178,41.0934846,-75.2040618,-74.7687266"
35001,"Bernalillo County, NM","34.868687,35.2197906,-107.1972291,-106.1445689"
35003,"Catron County, NM","33.204201,34.584187,-109.0474698,-107.7115169"
35005,"Chaves County, NM","32.518791,34.09137,-105.3535689,-103.5042569"
35006,"Cibola County, NM","34.5799876,35.348866,-109.0461558,-107.0641399"
35007,"Colfax County, NM","36.21748,36.9969096,-105.3767929,-104.0067139"
35009,"Curry County, NM","34.3021938,34.954659,-103.7367709,-103.0425208"
35011,"De Baca County, NM","33.996937,34.781937,-104.8934249,-103.9419479"
35013,"Dona Ana County, NM","31.783513,33.053696,-107.2976759,-106.3367919"
35015,"Eddy County, NM","32.0000911,32.966518,-104.8496019,-103.7154309"
35017,"Grant County, NM","31.861528,33.210148,-109.0474798,-107.6645659"
35019,"Guadalupe County, NM","34.349194,35.21661,-105.3104929,-104.1225589"
35021,"Harding County, NM","35.389439,36.219257,-104.4378889,-103.3645019"
35023,"Hidalgo County, NM","31.332301,32.7812839,-109.0501728,-108.2053244"
35025,"Lea County, NM","32.0002578,33.5738253,-103.8116149,-103.052572"
35027,"Lincoln County, NM","33.130802,34.34964,-106.3692929,-104.8833999"
35028,"Los Alamos County, NM","35.753345,35.974178,-106.4147339,-106.1707759"
35029,"Luna County, NM","31.783599,32.607395,-108.2266079,-107.2903452"
35031,"McKinley County, NM","34.959515,36.006344,-109.0467958,-107.3015819"
35033,"Mora County, NM","35.755951,36.262924,-105.7202839,-104.3273539"
35035,"Otero County, NM","32.0004362,33.392738,-106.3746339,-104.8457029"
35037,"Quay County, NM","34.605633,35.740776,-104.1281889,-103.0412592"
35039,"Rio Arriba County, NM","35.930294,37.000139,-107.6214749,-105.5274119"
35041,"Roosevelt County, NM","33.571342,34.606792,-103.9475169,-103.0435158"
35043,"Sandoval County, NM","35.1980826,36.22076,-107.6247019,-106.2415699"
35045,"San Juan County, NM","36.002678,37.0001046,-109.0459552,-107.4146579"
35047,"San Miguel County, NM","35.042503,35.871708,-105.7202839,-103.6351849"
35049,"Santa Fe County, NM","35.040577,36.00449,-106.2473679,-105.7129899"
35051,"Sierra County, NM","32.605694,33.482769,-108.0002519,-106.3371889"
35053,"Socorro County, NM","33.475735,34.584473,-107.7243579,-105.9185559"
35055,"Taos County, NM","36.012173,36.9950097,-106.0553819,-105.2052149"
35057,"Torrance County, NM","34.259769,35.043613,-106.4679339,-105.2885359"
35059,"Union County, NM","35.739834,37.0002064,-104.0090029,-103.002248"
35061,"Valencia County, NM","34.436562,34.96175,-107.2012559,-106.4090039"
36001,"Albany County, NY","42.407127,42.822577,-74.2648629,-73.6767619"
36003,"Allegany County, NY","41.9982196,42.520016,-78.3082042,-77.7229423"
36005,"Bronx County, NY","40.7853322,40.917577,-73.9336518,-73.7480599"
36007,"Broome County, NY","41.9980158,42.415702,-76.1302428,-75.3595789"
36009,"Cattaraugus County, NY","41.997559,42.5403501,-79.0613476,-78.3071369"
36011,"Cayuga County, NY","42.6186537,43.4182279,-76.7397378,-76.2655027"
36013,"Chautauqua County, NY","41.9982667,42.6914262,-79.7623534,-79.0598926"
36015,"Chemung County, NY","42.0000801,42.295425,-76.9658729,-76.5344469"
36017,"Chenango County, NY","42.194969,42.745421,-75.8898319,-75.2929349"
36019,"Clinton County, NY","44.430618,45.0107275,-74.0313676,-73.3331539"
36021,"Columbia County, NY","41.97798,42.510002,-73.9296258,-73.3525269"
36023,"Cortland County, NY","42.4075776,42.7909499,-76.2745058,-75.8640199"
36025,"Delaware County, NY","41.848292,42.517799,-75.4230379,-74.4281959"
36027,"Dutchess County, NY","41.438905,42.080906,-74.0001149,-73.4873139"
36029,"Erie County, NY","42.4381158,43.098697,-79.1396186,-78.4628086"
36031,"Essex County, NY","43.744513,44.5486088,-74.3368259,-73.2936129"
36033,"Franklin County, NY","44.0994094,45.006285,-74.7275843,-73.9124218"
36035,"Fulton County, NY","42.98284,43.289003,-74.7742315,-74.0974669"
36037,"Genesee County, NY","42.8627415,43.133043,-78.4656681,-77.9041878"
36039,"Greene County, NY","42.096589,42.464231,-74.5373099,-73.7736699"
36041,"Hamilton County, NY","43.214684,44.120552,-74.8677119,-74.0461139"
36043,"Herkimer County, NY","42.824943,44.096959,-75.2191069,-74.6946731"
36045,"Jefferson County, NY","43.6677316,44.4022289,-76.6122041,-75.4467159"
36047,"Kings County, NY","40.5498513,40.7394026,-74.0558454,-73.8335644"
36049,"Lewis County, NY","43.419756,44.21944,-75.8519968,-75.1101599"
36051,"Livingston County, NY","42.4709527,42.9884694,-78.0548381,-77.486617"
36053,"Madison County, NY","42.723844,43.1851943,-75.9935142,-75.2399719"
36055,"Monroe County, NY","42.94001,43.368824,-77.9973544,-77.3715159"
36057,"Montgomery County, NY","42.772979,43.047434,-74.7633029,-74.0840109"
36059,"Nassau County, NY","40.5232996,40.9704167,-73.7801929,-73.4196565"
36061,"New York County, NY","40.679542,40.882463,-74.0477158,-73.9081511"
36063,"Niagara County, NY","43.0189612,43.3750241,-79.0756474,-78.4603815"
36065,"Oneida County, NY","42.863319,43.615229,-75.8867559,-75.0692107"
36067,"Onondaga County, NY","42.771183,43.2715676,-76.4994889,-75.8962598"
36069,"Ontario County, NY","42.576355,43.039986,-77.6163625,-76.9635538"
36071,"Orange County, NY","41.142883,41.632738,-74.7626229,-73.9472939"
36073,"Orleans County, NY","43.1293987,43.3762498,-78.4664177,-77.9951719"
36075,"Oswego County, NY","43.1552284,43.7066756,-76.6167842,-75.7561849"
36077,"Otsego County, NY","42.314151,42.908363,-75.4160099,-74.6306519"
36079,"Putnam County, NY","41.321693,41.527194,-73.9825839,-73.5300669"
36081,"Queens County, NY","40.4932114,40.812242,-74.0444158,-73.7001714"
36083,"Rensselaer County, NY","42.464231,42.95865,-73.7861239,-73.2649569"
36085,"Richmond County, NY","40.477399,40.651812,-74.2590899,-74.0349886"
36087,"Rockland County, NY","40.997205,41.324693,-74.2344729,-73.8871798"
36089,"St. Lawrence County, NY","44.0504,45.0158611,-75.8616416,-74.5252608"
